
****** PrimeSim HSPICE -- W-2024.09-SP2-2 linux64 (Apr 30 2025 9758346) ******
  
 * hspice options

 ****** circuit name directory
 circuit number to circuit name directory
   number circuitname                     definition         multiplier
        0 main circuit
        1 xnmos.                          abnmos             1.00 
        2 xnmos.xm1.                      sky130_fd_pr__nfet_01v8
                                                                 1.00 
 ******  
 * hspice options

 
 *****************************************************************
 ******  option summary
 ******
 runlvl  = 5         bypass  = 2.0000    
  Opening plot unit= 15
 file=nfetdc.pa0

 ******
 * hspice options

 ****** dc transfer curves tnom=  25.000 temp=  25.000 ******
x

 volt         voltage    current    current    current   
             ng         vg_sense   vd_sense   vs_sense   
    1.70280     1.7028     0.       253.5844u  253.5004u 
    1.70460     1.7046     0.       254.0455u  253.9615u 
    1.70640     1.7064     0.       254.5066u  254.4225u 
    1.70820     1.7082     0.       254.9678u  254.8836u 
    1.71000     1.7100     0.       255.4289u  255.3446u 
    1.71180     1.7118     0.       255.8900u  255.8056u 
    1.71360     1.7136     0.       256.3511u  256.2666u 
    1.71540     1.7154     0.       256.8121u  256.7276u 
    1.71720     1.7172     0.       257.2732u  257.1886u 
    1.71900     1.7190     0.       257.7342u  257.6496u 
    1.72080     1.7208     0.       258.1953u  258.1105u 
    1.72260     1.7226     0.       258.6563u  258.5714u 
    1.72440     1.7244     0.       259.1173u  259.0324u 
    1.72620     1.7262     0.       259.5783u  259.4933u 
    1.72800     1.7280     0.       260.0393u  259.9542u 
    1.72980     1.7298     0.       260.5003u  260.4151u 
    1.73160     1.7316     0.       260.9612u  260.8760u 
    1.73340     1.7334     0.       261.4222u  261.3368u 
    1.73520     1.7352     0.       261.8831u  261.7977u 
    1.73700     1.7370     0.       262.3440u  262.2585u 
    1.73880     1.7388     0.       262.8049u  262.7193u 
    1.74060     1.7406     0.       263.2658u  263.1802u 
    1.74240     1.7424     0.       263.7267u  263.6410u 
    1.74420     1.7442     0.       264.1876u  264.1017u 
    1.74600     1.7460     0.       264.6484u  264.5625u 
    1.74780     1.7478     0.       265.1093u  265.0233u 
    1.74960     1.7496     0.       265.5701u  265.4840u 
    1.75140     1.7514     0.       266.0309u  265.9448u 
    1.75320     1.7532     0.       266.4917u  266.4055u 
    1.75500     1.7550     0.       266.9525u  266.8662u 
    1.75680     1.7568     0.       267.4133u  267.3269u 
    1.75860     1.7586     0.       267.8740u  267.7876u 
    1.76040     1.7604     0.       268.3348u  268.2482u 
    1.76220     1.7622     0.       268.7955u  268.7089u 
    1.76400     1.7640     0.       269.2562u  269.1695u 
    1.76580     1.7658     0.       269.7169u  269.6301u 
    1.76760     1.7676     0.       270.1776u  270.0907u 
    1.76940     1.7694     0.       270.6383u  270.5513u 
    1.77120     1.7712     0.       271.0989u  271.0119u 
    1.77300     1.7730     0.       271.5596u  271.4725u 
    1.77480     1.7748     0.       272.0202u  271.9331u 
    1.77660     1.7766     0.       272.4808u  272.3936u 
    1.77840     1.7784     0.       272.9414u  272.8541u 
    1.78020     1.7802     0.       273.4020u  273.3146u 
    1.78200     1.7820     0.       273.8626u  273.7751u 
    1.78380     1.7838     0.       274.3232u  274.2356u 
    1.78560     1.7856     0.       274.7837u  274.6961u 
    1.78740     1.7874     0.       275.2442u  275.1566u 
    1.78920     1.7892     0.       275.7048u  275.6170u 
    1.79100     1.7910     0.       276.1653u  276.0774u 
    1.79280     1.7928     0.       276.6258u  276.5378u 
    1.79460     1.7946     0.       277.0862u  276.9982u 
    1.79640     1.7964     0.       277.5467u  277.4586u 
    1.79820     1.7982     0.       278.0071u  277.9190u 
    1.80000     1.8000     0.       278.4676u  278.3794u 
y
x

 volt         current   
             vb_sense   
    0.          1.8101p 
    1.80000m    1.8102p 
    3.60000m    1.8102p 
    5.40000m    1.8102p 
    7.20000m    1.8102p 
    9.00000m    1.8102p 
   10.80000m    1.8102p 
   12.60000m    1.8102p 
   14.40000m    1.8102p 
   16.20000m    1.8102p 
   18.00000m    1.8102p 
   19.80000m    1.8102p 
   21.60000m    1.8102p 
   23.40000m    1.8103p 
   25.20000m    1.8103p 
   27.00000m    1.8103p 
   28.80000m    1.8103p 
   30.60000m    1.8103p 
   32.40000m    1.8103p 
   34.20000m    1.8103p 
   36.00000m    1.8104p 
   37.80000m    1.8104p 
   39.60000m    1.8104p 
   41.40000m    1.8104p 
   43.20000m    1.8104p 
   45.00000m    1.8104p 
   46.80000m    1.8105p 
   48.60000m    1.8105p 
   50.40000m    1.8105p 
   52.20000m    1.8105p 
   54.00000m    1.8105p 
   55.80000m    1.8106p 
   57.60000m    1.8106p 
   59.40000m    1.8106p 
   61.20000m    1.8107p 
   63.00000m    1.8107p 
   64.80000m    1.8107p 
   66.60000m    1.8107p 
   68.40000m    1.8108p 
   70.20000m    1.8108p 
   72.00000m    1.8109p 
   73.80000m    1.8109p 
   75.60000m    1.8109p 
   77.40000m    1.8110p 
   79.20000m    1.8110p 
   81.00000m    1.8111p 
   82.80000m    1.8111p 
   84.60000m    1.8112p 
   86.40000m    1.8112p 
   88.20000m    1.8113p 
   90.00000m    1.8113p 
   91.80000m    1.8114p 
   93.60000m    1.8114p 
   95.40000m    1.8115p 
   97.20000m    1.8116p 
   99.00000m    1.8117p 
  100.80000m    1.8117p 
  102.60000m    1.8118p 
  104.40000m    1.8119p 
  106.20000m    1.8120p 
  108.00000m    1.8121p 
  109.80000m    1.8121p 
  111.60000m    1.8122p 
  113.40000m    1.8123p 
  115.20000m    1.8125p 
  117.00000m    1.8126p 
  118.80000m    1.8127p 
  120.60000m    1.8128p 
  122.40000m    1.8129p 
  124.20000m    1.8131p 
  126.00000m    1.8132p 
  127.80000m    1.8133p 
  129.60000m    1.8135p 
  131.40000m    1.8136p 
  133.20000m    1.8138p 
  135.00000m    1.8140p 
  136.80000m    1.8142p 
  138.60000m    1.8143p 
  140.40000m    1.8145p 
  142.20000m    1.8147p 
  144.00000m    1.8150p 
  145.80000m    1.8152p 
  147.60000m    1.8154p 
  149.40000m    1.8157p 
  151.20000m    1.8159p 
  153.00000m    1.8162p 
  154.80000m    1.8164p 
  156.60000m    1.8167p 
  158.40000m    1.8170p 
  160.20000m    1.8174p 
  162.00000m    1.8177p 
  163.80000m    1.8180p 
  165.60000m    1.8184p 
  167.40000m    1.8188p 
  169.20000m    1.8192p 
  171.00000m    1.8196p 
  172.80000m    1.8200p 
  174.60000m    1.8205p 
  176.40000m    1.8209p 
  178.20000m    1.8214p 
  180.00000m    1.8219p 
  181.80000m    1.8225p 
  183.60000m    1.8230p 
  185.40000m    1.8236p 
  187.20000m    1.8242p 
  189.00000m    1.8249p 
  190.80000m    1.8255p 
  192.60000m    1.8262p 
  194.40000m    1.8270p 
  196.20000m    1.8277p 
  198.00000m    1.8285p 
  199.80000m    1.8293p 
  201.60000m    1.8302p 
  203.40000m    1.8311p 
  205.20000m    1.8321p 
  207.00000m    1.8331p 
  208.80000m    1.8341p 
  210.60000m    1.8352p 
  212.40000m    1.8363p 
  214.20000m    1.8375p 
  216.00000m    1.8387p 
  217.80000m    1.8400p 
  219.60000m    1.8414p 
  221.40000m    1.8428p 
  223.20000m    1.8442p 
  225.00000m    1.8458p 
  226.80000m    1.8474p 
  228.60000m    1.8491p 
  230.40000m    1.8508p 
  232.20000m    1.8526p 
  234.00000m    1.8546p 
  235.80000m    1.8566p 
  237.60000m    1.8586p 
  239.40000m    1.8608p 
  241.20000m    1.8631p 
  243.00000m    1.8655p 
  244.80000m    1.8680p 
  246.60000m    1.8706p 
  248.40000m    1.8733p 
  250.20000m    1.8761p 
  252.00000m    1.8791p 
  253.80000m    1.8822p 
  255.60000m    1.8855p 
  257.40000m    1.8888p 
  259.20000m    1.8924p 
  261.00000m    1.8961p 
  262.80000m    1.8999p 
  264.60000m    1.9040p 
  266.40000m    1.9082p 
  268.20000m    1.9126p 
  270.00000m    1.9172p 
  271.80000m    1.9220p 
  273.60000m    1.9270p 
  275.40000m    1.9323p 
  277.20000m    1.9378p 
  279.00000m    1.9435p 
  280.80000m    1.9495p 
  282.60000m    1.9557p 
  284.40000m    1.9623p 
  286.20000m    1.9691p 
  288.00000m    1.9762p 
  289.80000m    1.9837p 
  291.60000m    1.9915p 
  293.40000m    1.9996p 
  295.20000m    2.0081p 
  297.00000m    2.0170p 
  298.80000m    2.0262p 
  300.60000m    2.0359p 
  302.40000m    2.0460p 
  304.20000m    2.0566p 
  306.00000m    2.0677p 
  307.80000m    2.0792p 
  309.60000m    2.0913p 
  311.40000m    2.1039p 
  313.20000m    2.1170p 
  315.00000m    2.1308p 
  316.80000m    2.1451p 
  318.60000m    2.1601p 
  320.40000m    2.1758p 
  322.20000m    2.1922p 
  324.00000m    2.2093p 
  325.80000m    2.2272p 
  327.60000m    2.2458p 
  329.40000m    2.2653p 
  331.20000m    2.2857p 
  333.00000m    2.3070p 
  334.80000m    2.3292p 
  336.60000m    2.3525p 
  338.40000m    2.3767p 
  340.20000m    2.4021p 
  342.00000m    2.4285p 
  343.80000m    2.4562p 
  345.60000m    2.4851p 
  347.40000m    2.5152p 
  349.20000m    2.5468p 
  351.00000m    2.5797p 
  352.80000m    2.6141p 
  354.60000m    2.6500p 
  356.40000m    2.6875p 
  358.20000m    2.7267p 
  360.00000m    2.7676p 
  361.80000m    2.8104p 
  363.60000m    2.8550p 
  365.40000m    2.9017p 
  367.20000m    2.9504p 
  369.00000m    3.0013p 
  370.80000m    3.0544p 
  372.60000m    3.1099p 
  374.40000m    3.1679p 
  376.20000m    3.2284p 
  378.00000m    3.2916p 
  379.80000m    3.3577p 
  381.60000m    3.4266p 
  383.40000m    3.4987p 
  385.20000m    3.5739p 
  387.00000m    3.6524p 
  388.80000m    3.7345p 
  390.60000m    3.8201p 
  392.40000m    3.9096p 
  394.20000m    4.0030p 
  396.00000m    4.1006p 
  397.80000m    4.2025p 
  399.60000m    4.3088p 
  401.40000m    4.4199p 
  403.20000m    4.5359p 
  405.00000m    4.6570p 
  406.80000m    4.7835p 
  408.60000m    4.9155p 
  410.40000m    5.0534p 
  412.20000m    5.1974p 
  414.00000m    5.3477p 
  415.80000m    5.5046p 
  417.60000m    5.6685p 
  419.40000m    5.8395p 
  421.20000m    6.0181p 
  423.00000m    6.2045p 
  424.80000m    6.3992p 
  426.60000m    6.6024p 
  428.40000m    6.8145p 
  430.20000m    7.0359p 
  432.00000m    7.2671p 
  433.80000m    7.5084p 
  435.60000m    7.7602p 
  437.40000m    8.0231p 
  439.20000m    8.2976p 
  441.00000m    8.5840p 
  442.80000m    8.8829p 
  444.60000m    9.1949p 
  446.40000m    9.5206p 
  448.20000m    9.8605p 
  450.00000m   10.2151p 
  451.80000m   10.5853p 
  453.60000m   10.9716p 
  455.40000m   11.3747p 
  457.20000m   11.7953p 
  459.00000m   12.2343p 
  460.80000m   12.6923p 
  462.60000m   13.1701p 
  464.40000m   13.6688p 
  466.20000m   14.1890p 
  468.00000m   14.7318p 
  469.80000m   15.2980p 
  471.60000m   15.8888p 
  473.40000m   16.5050p 
  475.20000m   17.1479p 
  477.00000m   17.8185p 
  478.80000m   18.5180p 
  480.60000m   19.2476p 
  482.40000m   20.0086p 
  484.20000m   20.8023p 
  486.00000m   21.6300p 
  487.80000m   22.4933p 
  489.60000m   23.3936p 
  491.40000m   24.3323p 
  493.20000m   25.3112p 
  495.00000m   26.3320p 
  496.80000m   27.3962p 
  498.60000m   28.5058p 
  500.40000m   29.6627p 
  502.20000m   30.8687p 
  504.00000m   32.1259p 
  505.80000m   33.4364p 
  507.60000m   34.8025p 
  509.40000m   36.2263p 
  511.20000m   37.7103p 
  513.00000m   39.2569p 
  514.80000m   40.8686p 
  516.60000m   42.5481p 
  518.40000m   44.2982p 
  520.20000m   46.1218p 
  522.00000m   48.0217p 
  523.80000m   50.0010p 
  525.60000m   52.0631p 
  527.40000m   54.2111p 
  529.20000m   56.4485p 
  531.00000m   58.7789p 
  532.80000m   61.2060p 
  534.60000m   63.7336p 
  536.40000m   66.3657p 
  538.20000m   69.1065p 
  540.00000m   71.9601p 
  541.80000m   74.9312p 
  543.60000m   78.0241p 
  545.40000m   81.2438p 
  547.20000m   84.5950p 
  549.00000m   88.0830p 
  550.80000m   91.7131p 
  552.60000m   95.4906p 
  554.40000m   99.4213p 
  556.20000m  103.5110p 
  558.00000m  107.7658p 
  559.80000m  112.1919p 
  561.60000m  116.7959p 
  563.40000m  121.5845p 
  565.20000m  126.5645p 
  567.00000m  131.7432p 
  568.80000m  137.1280p 
  570.60000m  142.7265p 
  572.40000m  148.5466p 
  574.20000m  154.5965p 
  576.00000m  160.8846p 
  577.80000m  167.4196p 
  579.60000m  174.2104p 
  581.40000m  181.2664p 
  583.20000m  188.5970p 
  585.00000m  196.2121p 
  586.80000m  204.1219p 
  588.60000m  212.3367p 
  590.40000m  220.8673p 
  592.20000m  229.7249p 
  594.00000m  238.9207p 
  595.80000m  248.4667p 
  597.60000m  258.3747p 
  599.40000m  268.6573p 
  601.20000m  279.3273p 
  603.00000m  290.3977p 
  604.80000m  301.8820p 
  606.60000m  313.7940p 
  608.40000m  326.1481p 
  610.20000m  338.9588p 
  612.00000m  352.2410p 
  613.80000m  366.0102p 
  615.60000m  380.2820p 
  617.40000m  395.0727p 
  619.20000m  410.3986p 
  621.00000m  426.2769p 
  622.80000m  442.7247p 
  624.60000m  459.7598p 
  626.40000m  477.4003p 
  628.20000m  495.6647p 
  630.00000m  514.5721p 
  631.80000m  534.1416p 
  633.60000m  554.3931p 
  635.40000m  575.3467p 
  637.20000m  597.0228p 
  639.00000m  619.4425p 
  640.80000m  642.6270p 
  642.60000m  666.5980p 
  644.40000m  691.3776p 
  646.20000m  716.9883p 
  648.00000m  743.4529p 
  649.80000m  770.7946p 
  651.60000m  799.0369p 
  653.40000m  828.2037p 
  655.20000m  858.3192p 
  657.00000m  889.4081p 
  658.80000m  921.4950p 
  660.60000m  954.6053p 
  662.40000m  988.7642p 
  664.20000m    1.0240n 
  666.00000m    1.0603n 
  667.80000m    1.0978n 
  669.60000m    1.1364n 
  671.40000m    1.1762n 
  673.20000m    1.2172n 
  675.00000m    1.2594n 
  676.80000m    1.3029n 
  678.60000m    1.3477n 
  680.40000m    1.3938n 
  682.20000m    1.4412n 
  684.00000m    1.4900n 
  685.80000m    1.5402n 
  687.60000m    1.5919n 
  689.40000m    1.6450n 
  691.20000m    1.6995n 
  693.00000m    1.7556n 
  694.80000m    1.8132n 
  696.60000m    1.8723n 
  698.40000m    1.9331n 
  700.20000m    1.9954n 
  702.00000m    2.0594n 
  703.80000m    2.1251n 
  705.60000m    2.1924n 
  707.40000m    2.2615n 
  709.20000m    2.3323n 
  711.00000m    2.4048n 
  712.80000m    2.4792n 
  714.60000m    2.5553n 
  716.40000m    2.6333n 
  718.20000m    2.7132n 
  720.00000m    2.7949n 
  721.80000m    2.8785n 
  723.60000m    2.9640n 
  725.40000m    3.0515n 
  727.20000m    3.1409n 
  729.00000m    3.2323n 
  730.80000m    3.3257n 
  732.60000m    3.4211n 
  734.40000m    3.5185n 
  736.20000m    3.6179n 
  738.00000m    3.7194n 
  739.80000m    3.8229n 
  741.60000m    3.9285n 
  743.40000m    4.0362n 
  745.20000m    4.1460n 
  747.00000m    4.2579n 
  748.80000m    4.3718n 
  750.60000m    4.4879n 
  752.40000m    4.6061n 
  754.20000m    4.7264n 
  756.00000m    4.8488n 
  757.80000m    4.9734n 
  759.60000m    5.1001n 
  761.40000m    5.2288n 
  763.20000m    5.3598n 
  765.00000m    5.4928n 
  766.80000m    5.6279n 
  768.60000m    5.7651n 
  770.40000m    5.9045n 
  772.20000m    6.0459n 
  774.00000m    6.1894n 
  775.80000m    6.3350n 
  777.60000m    6.4826n 
  779.40000m    6.6323n 
  781.20000m    6.7840n 
  783.00000m    6.9377n 
  784.80000m    7.0935n 
  786.60000m    7.2512n 
  788.40000m    7.4109n 
  790.20000m    7.5725n 
  792.00000m    7.7361n 
  793.80000m    7.9016n 
  795.60000m    8.0690n 
  797.40000m    8.2383n 
  799.20000m    8.4094n 
  801.00000m    8.5823n 
  802.80000m    8.7570n 
  804.60000m    8.9335n 
  806.40000m    9.1118n 
  808.20000m    9.2917n 
  810.00000m    9.4734n 
  811.80000m    9.6567n 
  813.60000m    9.8417n 
  815.40000m   10.0283n 
  817.20000m   10.2164n 
  819.00000m   10.4061n 
  820.80000m   10.5974n 
  822.60000m   10.7901n 
  824.40000m   10.9843n 
  826.20000m   11.1799n 
  828.00000m   11.3769n 
  829.80000m   11.5752n 
  831.60000m   11.7749n 
  833.40000m   11.9759n 
  835.20000m   12.1782n 
  837.00000m   12.3816n 
  838.80000m   12.5863n 
  840.60000m   12.7922n 
  842.40000m   12.9991n 
  844.20000m   13.2072n 
  846.00000m   13.4163n 
  847.80000m   13.6265n 
  849.60000m   13.8376n 
  851.40000m   14.0498n 
  853.20000m   14.2628n 
  855.00000m   14.4767n 
  856.80000m   14.6915n 
  858.60000m   14.9071n 
  860.40000m   15.1235n 
  862.20000m   15.3407n 
  864.00000m   15.5586n 
  865.80000m   15.7772n 
  867.60000m   15.9964n 
  869.40000m   16.2163n 
  871.20000m   16.4367n 
  873.00000m   16.6577n 
  874.80000m   16.8792n 
  876.60000m   17.1013n 
  878.40000m   17.3238n 
  880.20000m   17.5467n 
  882.00000m   17.7700n 
  883.80000m   17.9937n 
  885.60000m   18.2178n 
  887.40000m   18.4421n 
  889.20000m   18.6668n 
  891.00000m   18.8916n 
  892.80000m   19.1167n 
  894.60000m   19.3421n 
  896.40000m   19.5675n 
  898.20000m   19.7931n 
  900.00000m   20.0189n 
  901.80000m   20.2447n 
  903.60000m   20.4706n 
  905.40000m   20.6965n 
  907.20000m   20.9224n 
  909.00000m   21.1483n 
  910.80000m   21.3742n 
  912.60000m   21.6000n 
  914.40000m   21.8257n 
  916.20000m   22.0513n 
  918.00000m   22.2768n 
  919.80000m   22.5021n 
  921.60000m   22.7273n 
  923.40000m   22.9523n 
  925.20000m   23.1770n 
  927.00000m   23.4016n 
  928.80000m   23.6258n 
  930.60000m   23.8498n 
  932.40000m   24.0736n 
  934.20000m   24.2970n 
  936.00000m   24.5201n 
  937.80000m   24.7429n 
  939.60000m   24.9653n 
  941.40000m   25.1873n 
  943.20000m   25.4090n 
  945.00000m   25.6303n 
  946.80000m   25.8511n 
  948.60000m   26.0716n 
  950.40000m   26.2916n 
  952.20000m   26.5111n 
  954.00000m   26.7302n 
  955.80000m   26.9489n 
  957.60000m   27.1670n 
  959.40000m   27.3847n 
  961.20000m   27.6018n 
  963.00000m   27.8185n 
  964.80000m   28.0346n 
  966.60000m   28.2502n 
  968.40000m   28.4652n 
  970.20000m   28.6798n 
  972.00000m   28.8937n 
  973.80000m   29.1071n 
  975.60000m   29.3200n 
  977.40000m   29.5323n 
  979.20000m   29.7440n 
  981.00000m   29.9551n 
  982.80000m   30.1656n 
  984.60000m   30.3756n 
  986.40000m   30.5850n 
  988.20000m   30.7937n 
  990.00000m   31.0019n 
  991.80000m   31.2094n 
  993.60000m   31.4164n 
  995.40000m   31.6227n 
  997.20000m   31.8284n 
  999.00000m   32.0335n 
    1.00080    32.2380n 
    1.00260    32.4419n 
    1.00440    32.6451n 
    1.00620    32.8478n 
    1.00800    33.0498n 
    1.00980    33.2512n 
    1.01160    33.4519n 
    1.01340    33.6521n 
    1.01520    33.8516n 
    1.01700    34.0505n 
    1.01880    34.2488n 
    1.02060    34.4465n 
    1.02240    34.6435n 
    1.02420    34.8399n 
    1.02600    35.0357n 
    1.02780    35.2309n 
    1.02960    35.4255n 
    1.03140    35.6195n 
    1.03320    35.8128n 
    1.03500    36.0056n 
    1.03680    36.1977n 
    1.03860    36.3893n 
    1.04040    36.5802n 
    1.04220    36.7706n 
    1.04400    36.9603n 
    1.04580    37.1494n 
    1.04760    37.3380n 
    1.04940    37.5260n 
    1.05120    37.7133n 
    1.05300    37.9001n 
    1.05480    38.0864n 
    1.05660    38.2720n 
    1.05840    38.4571n 
    1.06020    38.6416n 
    1.06200    38.8255n 
    1.06380    39.0089n 
    1.06560    39.1917n 
    1.06740    39.3739n 
    1.06920    39.5556n 
    1.07100    39.7368n 
    1.07280    39.9174n 
    1.07460    40.0974n 
    1.07640    40.2769n 
    1.07820    40.4559n 
    1.08000    40.6344n 
    1.08180    40.8123n 
    1.08360    40.9897n 
    1.08540    41.1666n 
    1.08720    41.3429n 
    1.08900    41.5188n 
    1.09080    41.6941n 
    1.09260    41.8690n 
    1.09440    42.0433n 
    1.09620    42.2171n 
    1.09800    42.3904n 
    1.09980    42.5633n 
    1.10160    42.7356n 
    1.10340    42.9075n 
    1.10520    43.0789n 
    1.10700    43.2498n 
    1.10880    43.4203n 
    1.11060    43.5902n 
    1.11240    43.7597n 
    1.11420    43.9288n 
    1.11600    44.0974n 
    1.11780    44.2655n 
    1.11960    44.4332n 
    1.12140    44.6004n 
    1.12320    44.7672n 
    1.12500    44.9335n 
    1.12680    45.0994n 
    1.12860    45.2649n 
    1.13040    45.4299n 
    1.13220    45.5946n 
    1.13400    45.7587n 
    1.13580    45.9225n 
    1.13760    46.0859n 
    1.13940    46.2488n 
    1.14120    46.4113n 
    1.14300    46.5734n 
    1.14480    46.7351n 
    1.14660    46.8964n 
    1.14840    47.0573n 
    1.15020    47.2179n 
    1.15200    47.3780n 
    1.15380    47.5377n 
    1.15560    47.6970n 
    1.15740    47.8560n 
    1.15920    48.0146n 
    1.16100    48.1728n 
    1.16280    48.3306n 
    1.16460    48.4880n 
    1.16640    48.6451n 
    1.16820    48.8018n 
    1.17000    48.9581n 
    1.17180    49.1141n 
    1.17360    49.2697n 
    1.17540    49.4250n 
    1.17720    49.5799n 
    1.17900    49.7345n 
    1.18080    49.8887n 
    1.18260    50.0425n 
    1.18440    50.1960n 
    1.18620    50.3492n 
    1.18800    50.5020n 
    1.18980    50.6545n 
    1.19160    50.8067n 
    1.19340    50.9585n 
    1.19520    51.1100n 
    1.19700    51.2612n 
    1.19880    51.4120n 
    1.20060    51.5625n 
    1.20240    51.7127n 
    1.20420    51.8625n 
    1.20600    52.0121n 
    1.20780    52.1613n 
    1.20960    52.3102n 
    1.21140    52.4588n 
    1.21320    52.6071n 
    1.21500    52.7551n 
    1.21680    52.9028n 
    1.21860    53.0501n 
    1.22040    53.1972n 
    1.22220    53.3440n 
    1.22400    53.4904n 
    1.22580    53.6366n 
    1.22760    53.7824n 
    1.22940    53.9280n 
    1.23120    54.0733n 
    1.23300    54.2183n 
    1.23480    54.3630n 
    1.23660    54.5074n 
    1.23840    54.6515n 
    1.24020    54.7953n 
    1.24200    54.9388n 
    1.24380    55.0821n 
    1.24560    55.2251n 
    1.24740    55.3678n 
    1.24920    55.5102n 
    1.25100    55.6523n 
    1.25280    55.7942n 
    1.25460    55.9358n 
    1.25640    56.0771n 
    1.25820    56.2181n 
    1.26000    56.3589n 
    1.26180    56.4994n 
    1.26360    56.6396n 
    1.26540    56.7795n 
    1.26720    56.9192n 
    1.26900    57.0587n 
    1.27080    57.1978n 
    1.27260    57.3367n 
    1.27440    57.4753n 
    1.27620    57.6137n 
    1.27800    57.7518n 
    1.27980    57.8897n 
    1.28160    58.0272n 
    1.28340    58.1646n 
    1.28520    58.3016n 
    1.28700    58.4385n 
    1.28880    58.5750n 
    1.29060    58.7113n 
    1.29240    58.8474n 
    1.29420    58.9832n 
    1.29600    59.1187n 
    1.29780    59.2540n 
    1.29960    59.3891n 
    1.30140    59.5239n 
    1.30320    59.6584n 
    1.30500    59.7927n 
    1.30680    59.9268n 
    1.30860    60.0606n 
    1.31040    60.1941n 
    1.31220    60.3274n 
    1.31400    60.4605n 
    1.31580    60.5933n 
    1.31760    60.7259n 
    1.31940    60.8582n 
    1.32120    60.9903n 
    1.32300    61.1222n 
    1.32480    61.2538n 
    1.32660    61.3852n 
    1.32840    61.5163n 
    1.33020    61.6472n 
    1.33200    61.7779n 
    1.33380    61.9083n 
    1.33560    62.0385n 
    1.33740    62.1684n 
    1.33920    62.2981n 
    1.34100    62.4276n 
    1.34280    62.5568n 
    1.34460    62.6858n 
    1.34640    62.8146n 
    1.34820    62.9431n 
    1.35000    63.0714n 
    1.35180    63.1995n 
    1.35360    63.3273n 
    1.35540    63.4549n 
    1.35720    63.5823n 
    1.35900    63.7094n 
    1.36080    63.8363n 
    1.36260    63.9630n 
    1.36440    64.0895n 
    1.36620    64.2157n 
    1.36800    64.3417n 
    1.36980    64.4674n 
    1.37160    64.5929n 
    1.37340    64.7182n 
    1.37520    64.8433n 
    1.37700    64.9682n 
    1.37880    65.0928n 
    1.38060    65.2172n 
    1.38240    65.3413n 
    1.38420    65.4652n 
    1.38600    65.5890n 
    1.38780    65.7124n 
    1.38960    65.8357n 
    1.39140    65.9587n 
    1.39320    66.0815n 
    1.39500    66.2041n 
    1.39680    66.3264n 
    1.39860    66.4486n 
    1.40040    66.5705n 
    1.40220    66.6921n 
    1.40400    66.8136n 
    1.40580    66.9348n 
    1.40760    67.0558n 
    1.40940    67.1766n 
    1.41120    67.2972n 
    1.41300    67.4175n 
    1.41480    67.5376n 
    1.41660    67.6575n 
    1.41840    67.7772n 
    1.42020    67.8966n 
    1.42200    68.0158n 
    1.42380    68.1348n 
    1.42560    68.2536n 
    1.42740    68.3722n 
    1.42920    68.4905n 
    1.43100    68.6086n 
    1.43280    68.7265n 
    1.43460    68.8442n 
    1.43640    68.9616n 
    1.43820    69.0789n 
    1.44000    69.1959n 
    1.44180    69.3127n 
    1.44360    69.4292n 
    1.44540    69.5456n 
    1.44720    69.6617n 
    1.44900    69.7776n 
    1.45080    69.8933n 
    1.45260    70.0087n 
    1.45440    70.1240n 
    1.45620    70.2390n 
    1.45800    70.3538n 
    1.45980    70.4684n 
    1.46160    70.5828n 
    1.46340    70.6969n 
    1.46520    70.8108n 
    1.46700    70.9245n 
    1.46880    71.0380n 
    1.47060    71.1513n 
    1.47240    71.2644n 
    1.47420    71.3772n 
    1.47600    71.4898n 
    1.47780    71.6022n 
    1.47960    71.7144n 
    1.48140    71.8263n 
    1.48320    71.9381n 
    1.48500    72.0496n 
    1.48680    72.1609n 
    1.48860    72.2719n 
    1.49040    72.3828n 
    1.49220    72.4935n 
    1.49400    72.6039n 
    1.49580    72.7141n 
    1.49760    72.8241n 
    1.49940    72.9338n 
    1.50120    73.0434n 
    1.50300    73.1527n 
    1.50480    73.2618n 
    1.50660    73.3707n 
    1.50840    73.4794n 
    1.51020    73.5879n 
    1.51200    73.6961n 
    1.51380    73.8042n 
    1.51560    73.9120n 
    1.51740    74.0196n 
    1.51920    74.1269n 
    1.52100    74.2341n 
    1.52280    74.3410n 
    1.52460    74.4477n 
    1.52640    74.5542n 
    1.52820    74.6605n 
    1.53000    74.7666n 
    1.53180    74.8724n 
    1.53360    74.9781n 
    1.53540    75.0835n 
    1.53720    75.1887n 
    1.53900    75.2936n 
    1.54080    75.3984n 
    1.54260    75.5029n 
    1.54440    75.6073n 
    1.54620    75.7114n 
    1.54800    75.8153n 
    1.54980    75.9189n 
    1.55160    76.0224n 
    1.55340    76.1256n 
    1.55520    76.2286n 
    1.55700    76.3314n 
    1.55880    76.4340n 
    1.56060    76.5364n 
    1.56240    76.6385n 
    1.56420    76.7405n 
    1.56600    76.8422n 
    1.56780    76.9437n 
    1.56960    77.0449n 
    1.57140    77.1460n 
    1.57320    77.2468n 
    1.57500    77.3475n 
    1.57680    77.4479n 
    1.57860    77.5481n 
    1.58040    77.6480n 
    1.58220    77.7478n 
    1.58400    77.8473n 
    1.58580    77.9467n 
    1.58760    78.0458n 
    1.58940    78.1446n 
    1.59120    78.2433n 
    1.59300    78.3418n 
    1.59480    78.4400n 
    1.59660    78.5380n 
    1.59840    78.6358n 
    1.60020    78.7334n 
    1.60200    78.8307n 
    1.60380    78.9279n 
    1.60560    79.0248n 
