# hostname: saiwaicho
# ngspice: ******
# gmin: 1e-15
# source: nfettrans.cir
# timestamp: 2026-01-28T20:33:17Z
time,v(ng),i(Vg_sense),i(Vd_sense),i(Vs_sense),i(Vb_sense)
6.92800000e-05,1.24704000e-01,4.26397878e-12,7.73799695e-13,1.94501411e-12,3.09276437e-12
7.02800000e-05,1.26504000e-01,4.26288934e-12,8.44183107e-13,2.01989231e-12,3.08718014e-12
7.12800000e-05,1.28304000e-01,4.26195878e-12,9.18479675e-13,2.09873023e-12,3.08170823e-12
7.22800000e-05,1.30104000e-01,4.26100973e-12,9.96881094e-13,2.18177495e-12,3.07611587e-12
7.32800000e-05,1.31904000e-01,4.26022168e-12,1.07963405e-12,2.26922013e-12,3.07063560e-12
7.42800000e-05,1.33704000e-01,4.25941731e-12,1.16695406e-12,2.36133672e-12,3.06503465e-12
7.52800000e-05,1.35504000e-01,4.25877616e-12,1.25911294e-12,2.45834352e-12,3.05954558e-12
7.62800000e-05,1.37304000e-01,4.25812094e-12,1.35635269e-12,2.56053799e-12,3.05393564e-12
7.72800000e-05,1.39104000e-01,4.25763122e-12,1.45897303e-12,2.66816685e-12,3.04843740e-12
7.82800000e-05,1.40904000e-01,4.25712976e-12,1.56724539e-12,2.78155702e-12,3.04281813e-12
7.92800000e-05,1.42704000e-01,4.25679618e-12,1.68150049e-12,2.90098625e-12,3.03731042e-12
8.02800000e-05,1.44504000e-01,4.25645325e-12,1.80204246e-12,3.02681415e-12,3.03168156e-12
8.12800000e-05,1.46304000e-01,4.25628066e-12,1.92923648e-12,3.15935297e-12,3.02616417e-12
8.22800000e-05,1.48104000e-01,4.25610121e-12,2.06342298e-12,3.29899865e-12,3.02052554e-12
8.32800000e-05,1.49904000e-01,4.25609461e-12,2.20500542e-12,3.44610172e-12,3.01499830e-12
8.42800000e-05,1.51704000e-01,4.25608342e-12,2.35436457e-12,3.60109846e-12,3.00934953e-12
8.52800000e-05,1.53504000e-01,4.25624785e-12,2.51194639e-12,3.76438195e-12,3.00381230e-12
8.62800000e-05,1.55304000e-01,4.25641050e-12,2.67817647e-12,3.93643329e-12,2.99815368e-12
8.72800000e-05,1.57104000e-01,4.25675146e-12,2.85354799e-12,4.11769281e-12,2.99260663e-12
8.82800000e-05,1.58904000e-01,4.25709336e-12,3.03853631e-12,4.30869139e-12,2.98693828e-12
8.92800000e-05,1.60704000e-01,4.25761636e-12,3.23368706e-12,4.50992180e-12,2.98138161e-12
9.02800000e-05,1.62504000e-01,4.25814310e-12,3.43953088e-12,4.72197022e-12,2.97570376e-12
9.12800000e-05,1.64304000e-01,4.25885379e-12,3.65667165e-12,4.94538767e-12,2.97013776e-12
9.22800000e-05,1.66104000e-01,4.25957112e-12,3.88570138e-12,5.18082171e-12,2.96445079e-12
9.32800000e-05,1.67904000e-01,4.26047532e-12,4.12728864e-12,5.42888806e-12,2.95887590e-12
9.42800000e-05,1.69704000e-01,4.26138914e-12,4.38209360e-12,5.69030242e-12,2.95318032e-12
9.52800000e-05,1.71504000e-01,4.26249284e-12,4.65085664e-12,5.96575234e-12,2.94759714e-12
9.62800000e-05,1.73304000e-01,4.26360920e-12,4.93431362e-12,6.25602920e-12,2.94189361e-12
9.72800000e-05,1.75104000e-01,4.26491852e-12,5.23328466e-12,6.56190028e-12,2.93630289e-12
9.82800000e-05,1.76904000e-01,4.26624364e-12,5.54858962e-12,6.88424098e-12,2.93059229e-12
9.92800000e-05,1.78704000e-01,4.26776488e-12,5.88113717e-12,7.22390707e-12,2.92499498e-12
1.00280000e-04,1.80504000e-01,4.26930511e-12,6.23184043e-12,7.58186721e-12,2.91927833e-12
1.01280000e-04,1.82304000e-01,4.27104470e-12,6.60170632e-12,7.95907544e-12,2.91367558e-12
1.02280000e-04,1.84104000e-01,4.27280655e-12,6.99175149e-12,8.35660390e-12,2.90795414e-12
1.03280000e-04,1.85904000e-01,4.27477108e-12,7.40309193e-12,8.77551568e-12,2.90234733e-12
1.04280000e-04,1.87704000e-01,4.27676120e-12,7.83685920e-12,9.21699780e-12,2.89662261e-12
1.05280000e-04,1.89504000e-01,4.27895737e-12,8.29429031e-12,9.68223434e-12,2.89101335e-12
1.06280000e-04,1.91304000e-01,4.28118256e-12,8.77664433e-12,1.01725398e-11,2.88528710e-12
1.07280000e-04,1.93104000e-01,4.28361723e-12,9.28529259e-12,1.06892325e-11,2.87967729e-12
1.08280000e-04,1.94904000e-01,4.28608439e-12,9.82163562e-12,1.12337685e-11,2.87395154e-12
1.09280000e-04,1.96704000e-01,4.28876454e-12,1.03871938e-11,1.18076149e-11,2.86834338e-12
1.10280000e-04,1.98504000e-01,4.29148072e-12,1.09835245e-11,1.24123848e-11,2.86262050e-12
1.11280000e-04,2.00304000e-01,4.29441346e-12,1.16123136e-11,1.30497106e-11,2.85701651e-12
1.12280000e-04,2.02104000e-01,4.29738583e-12,1.22752926e-11,1.37213792e-11,2.85129920e-12
1.13280000e-04,2.03904000e-01,4.30057837e-12,1.29743305e-11,1.44292066e-11,2.84570228e-12
1.14280000e-04,2.05704000e-01,4.30381418e-12,1.37113521e-11,1.51751727e-11,2.83999363e-12
1.15280000e-04,2.07504000e-01,4.30727384e-12,1.44884298e-11,1.59612966e-11,2.83440706e-12
1.16280000e-04,2.09304000e-01,4.31078048e-12,1.53077025e-11,1.67897724e-11,2.82871058e-12
1.17280000e-04,2.11104000e-01,4.31451468e-12,1.61714680e-11,1.76628446e-11,2.82313811e-12
1.18280000e-04,2.12904000e-01,4.31829960e-12,1.70821028e-11,1.85829447e-11,2.81745778e-12
1.19280000e-04,2.14704000e-01,4.32231585e-12,1.80421548e-11,1.95525670e-11,2.81190363e-12
1.20280000e-04,2.16504000e-01,4.32638659e-12,1.90542636e-11,2.05744062e-11,2.80624393e-12
1.21280000e-04,2.18304000e-01,4.33069246e-12,2.01212542e-11,2.16512338e-11,2.80071288e-12
1.22280000e-04,2.20104000e-01,4.33505664e-12,2.12460581e-11,2.27860358e-11,2.79507888e-12
1.23280000e-04,2.21904000e-01,4.33965978e-12,2.24318075e-11,2.39818910e-11,2.78957628e-12
1.24280000e-04,2.23704000e-01,4.34432506e-12,2.36817571e-11,2.52421085e-11,2.78397365e-12
1.25280000e-04,2.25504000e-01,4.34923316e-12,2.49993796e-11,2.65701072e-11,2.77850553e-12
1.26280000e-04,2.27304000e-01,4.35420727e-12,2.63882879e-11,2.79695546e-11,2.77294065e-12
1.27280000e-04,2.29104000e-01,4.35942806e-12,2.78523319e-11,2.94442463e-11,2.76751374e-12
1.28280000e-04,2.30904000e-01,4.36471874e-12,2.93955214e-11,3.09982464e-11,2.76199375e-12
1.29280000e-04,2.32704000e-01,4.37025998e-12,3.10221239e-11,3.26357682e-11,2.75661560e-12
1.30280000e-04,2.34504000e-01,4.37587498e-12,3.27365887e-11,3.43613152e-11,2.75114846e-12
1.31280000e-04,2.36304000e-01,4.38174443e-12,3.45436458e-11,3.61795628e-11,2.74582748e-12
1.32280000e-04,2.38104000e-01,4.38769153e-12,3.64482315e-11,3.80955009e-11,2.74042209e-12
1.33280000e-04,2.39904000e-01,4.39389695e-12,3.84555877e-11,4.01143170e-11,2.73516768e-12
1.34280000e-04,2.41704000e-01,4.40018389e-12,4.05711895e-11,4.22415394e-11,2.72983395e-12
1.35280000e-04,2.43504000e-01,4.40673302e-12,4.28008458e-11,4.44829222e-11,2.72465658e-12
1.36280000e-04,2.45304000e-01,4.41336752e-12,4.51506278e-11,4.68445898e-11,2.71940555e-12
1.37280000e-04,2.47104000e-01,4.42026804e-12,4.76269718e-11,4.93329230e-11,2.71431686e-12
1.38280000e-04,2.48904000e-01,4.42725777e-12,5.02366089e-11,5.19547058e-11,2.70916082e-12
1.39280000e-04,2.50704000e-01,4.43451733e-12,5.29866691e-11,5.47170127e-11,2.70417375e-12
1.40280000e-04,2.52504000e-01,4.44186987e-12,5.58846135e-11,5.76273570e-11,2.69912634e-12
1.41280000e-04,2.54304000e-01,4.44949602e-12,5.89383396e-11,6.06935803e-11,2.69425529e-12
1.42280000e-04,2.56104000e-01,4.45721890e-12,6.21561155e-11,6.39240027e-11,2.68933167e-12
1.43280000e-04,2.57904000e-01,4.46521910e-12,6.55466875e-11,6.73273139e-11,2.68459261e-12
1.44280000e-04,2.59704000e-01,4.47331972e-12,6.91192156e-11,7.09127258e-11,2.67980960e-12
1.45280000e-04,2.61504000e-01,4.48170132e-12,7.28833844e-11,7.46898654e-11,2.67522023e-12
1.46280000e-04,2.63304000e-01,4.49018695e-12,7.68493399e-11,7.86689303e-11,2.67059649e-12
1.47280000e-04,2.65104000e-01,4.49895714e-12,8.10278028e-11,8.28605835e-11,2.66617646e-12
1.48280000e-04,2.66904000e-01,4.50783492e-12,8.54300090e-11,8.72761112e-11,2.66173267e-12
1.49280000e-04,2.68704000e-01,4.51700075e-12,9.00678238e-11,9.19273208e-11,2.65750375e-12
1.50280000e-04,2.70504000e-01,4.52627762e-12,9.49536860e-11,9.68267008e-11,2.65326280e-12
1.51280000e-04,2.72304000e-01,4.53584595e-12,1.00100725e-10,1.01987322e-10,2.64924908e-12
1.52280000e-04,2.74104000e-01,4.54552868e-12,1.05522709e-10,1.07423001e-10,2.64523635e-12
1.53280000e-04,2.75904000e-01,4.55550618e-12,1.11234161e-10,1.13148203e-10,2.64146452e-12
1.54280000e-04,2.77704000e-01,4.56560132e-12,1.17250315e-10,1.19178209e-10,2.63770805e-12
1.55280000e-04,2.79504000e-01,4.57599441e-12,1.23587236e-10,1.25529023e-10,2.63420763e-12
1.56280000e-04,2.81304000e-01,4.58650826e-12,1.30261773e-10,1.32217543e-10,2.63073848e-12
1.57280000e-04,2.83104000e-01,4.59732312e-12,1.37291689e-10,1.39261470e-10,2.62754210e-12
1.58280000e-04,2.84904000e-01,4.60826174e-12,1.44695615e-10,1.46679483e-10,2.62439458e-12
1.59280000e-04,2.86704000e-01,4.61950428e-12,1.52493188e-10,1.54491154e-10,2.62153832e-12
1.60280000e-04,2.88504000e-01,4.63087342e-12,1.60705004e-10,1.62717127e-10,2.61875036e-12
1.61280000e-04,2.90304000e-01,4.64254926e-12,1.69352761e-10,1.71379036e-10,2.61627410e-12
1.62280000e-04,2.92104000e-01,4.65435438e-12,1.78459220e-10,1.80499687e-10,2.61388760e-12
1.63280000e-04,2.93904000e-01,4.66646879e-12,1.88048353e-10,1.90102986e-10,2.61183535e-12
1.64280000e-04,2.95704000e-01,4.67871501e-12,1.98145304e-10,2.00214122e-10,2.60989658e-12
1.65280000e-04,2.97504000e-01,4.69127296e-12,2.08776544e-10,2.10859500e-10,2.60831696e-12
1.66280000e-04,2.99304000e-01,4.70396504e-12,2.19969842e-10,2.22066931e-10,2.60687697e-12
1.67280000e-04,3.01104000e-01,4.71697109e-12,2.31754422e-10,2.33865570e-10,2.60582361e-12
1.68280000e-04,3.02904000e-01,4.73011343e-12,2.44160939e-10,2.46286114e-10,2.60493875e-12
1.69280000e-04,3.04704000e-01,4.74357178e-12,2.57221642e-10,2.59360743e-10,2.60447083e-12
1.70280000e-04,3.06504000e-01,4.75716834e-12,2.70970359e-10,2.73123324e-10,2.60420322e-12
1.71280000e-04,3.08304000e-01,4.77108276e-12,2.85442664e-10,2.87609361e-10,2.60438596e-12
1.72280000e-04,3.10104000e-01,4.78513712e-12,3.00675873e-10,3.02856207e-10,2.60480410e-12
1.73280000e-04,3.11904000e-01,4.79951095e-12,3.16709215e-10,3.18903016e-10,2.60570941e-12
1.74280000e-04,3.13704000e-01,4.81402622e-12,3.33583831e-10,3.35790969e-10,2.60688876e-12
1.75280000e-04,3.15504000e-01,4.82886233e-12,3.51342962e-10,3.53563229e-10,2.60859584e-12
1.76280000e-04,3.17304000e-01,4.84384115e-12,3.70031951e-10,3.72265173e-10,2.61061952e-12
1.77280000e-04,3.19104000e-01,4.85914195e-12,3.89698438e-10,3.91944364e-10,2.61321559e-12
1.78280000e-04,3.20904000e-01,4.87458648e-12,4.10392374e-10,4.12650786e-10,2.61617511e-12
1.79280000e-04,3.22704000e-01,4.89035387e-12,4.32166223e-10,4.34436820e-10,2.61975617e-12
1.80280000e-04,3.24504000e-01,4.90626574e-12,4.55074985e-10,4.57357499e-10,2.62375222e-12
1.81280000e-04,3.26304000e-01,4.92250111e-12,4.79176409e-10,4.81470486e-10,2.62842386e-12
1.82280000e-04,3.28104000e-01,4.93888145e-12,5.04531026e-10,5.06836340e-10,2.63356718e-12
1.83280000e-04,3.29904000e-01,4.95558563e-12,5.31202370e-10,5.33518510e-10,2.63944552e-12
1.84280000e-04,3.31704000e-01,4.97243500e-12,5.59257025e-10,5.61583602e-10,2.64585785e-12
1.85280000e-04,3.33504000e-01,4.98960830e-12,5.88764854e-10,5.91101392e-10,2.65307050e-12
1.86280000e-04,3.35304000e-01,5.00692670e-12,6.19799060e-10,6.22145101e-10,2.66088559e-12
1.87280000e-04,3.37104000e-01,5.02456882e-12,6.52436425e-10,6.54791421e-10,2.66957272e-12
1.88280000e-04,3.38904000e-01,5.04235569e-12,6.86757382e-10,6.89120800e-10,2.67893743e-12
1.89280000e-04,3.40704000e-01,5.06046576e-12,7.22846270e-10,7.25217483e-10,2.68925293e-12
1.90280000e-04,3.42504000e-01,5.07871992e-12,7.60791421e-10,7.63169812e-10,2.70032846e-12
1.91280000e-04,3.44304000e-01,5.09729648e-12,8.00685418e-10,8.03070274e-10,2.71244113e-12
1.92280000e-04,3.46104000e-01,5.11601616e-12,8.42625206e-10,8.45015818e-10,2.72540428e-12
1.93280000e-04,3.47904000e-01,5.13505712e-12,8.86712363e-10,8.89107920e-10,2.73949925e-12
1.94280000e-04,3.49704000e-01,5.15423993e-12,9.33053217e-10,9.35452913e-10,2.75454382e-12
1.95280000e-04,3.51504000e-01,5.17374258e-12,9.81759146e-10,9.84162064e-10,2.77082395e-12
1.96280000e-04,3.53304000e-01,5.19338549e-12,1.03294670e-09,1.03535192e-09,2.78816223e-12
1.97280000e-04,3.55104000e-01,5.21334649e-12,1.08673791e-09,1.08914441e-09,2.80684967e-12
1.98280000e-04,3.56904000e-01,5.23344586e-12,1.14326046e-09,1.14566719e-09,2.82671409e-12
1.99280000e-04,3.58704000e-01,5.25386124e-12,1.20264798e-09,1.20505379e-09,2.84805194e-12
2.00280000e-04,3.60504000e-01,5.27441275e-12,1.26504021e-09,1.26744393e-09,2.87069675e-12
2.01280000e-04,3.62304000e-01,5.29527790e-12,1.33058340e-09,1.33298372e-09,2.89495089e-12
2.02280000e-04,3.64104000e-01,5.31627661e-12,1.39943041e-09,1.40182603e-09,2.92065405e-12
2.03280000e-04,3.65904000e-01,5.33758625e-12,1.47174114e-09,1.47413061e-09,2.94811502e-12
2.04280000e-04,3.67704000e-01,5.35902658e-12,1.54768271e-09,1.55006456e-09,2.97718017e-12
2.05280000e-04,3.69504000e-01,5.38077478e-12,1.62742982e-09,1.62980243e-09,3.00816523e-12
2.06280000e-04,3.71304000e-01,5.40265048e-12,1.71116501e-09,1.71352674e-09,3.04092380e-12
2.07280000e-04,3.73104000e-01,5.42483070e-12,1.79907904e-09,1.80142809e-09,3.07577914e-12
2.08280000e-04,3.74904000e-01,5.44713488e-12,1.89137113e-09,1.89370567e-09,3.11259263e-12
2.09280000e-04,3.76704000e-01,5.46973989e-12,1.98824940e-09,1.99056744e-09,3.15169566e-12
2.10280000e-04,3.78504000e-01,5.49246503e-12,2.08993112e-09,2.09223062e-09,3.19295803e-12
2.11280000e-04,3.80304000e-01,5.51548699e-12,2.19664317e-09,2.19892193e-09,3.23671987e-12
2.12280000e-04,3.82104000e-01,5.53862491e-12,2.30862231e-09,2.31087807e-09,3.28286009e-12
2.13280000e-04,3.83904000e-01,5.56205534e-12,2.42611566e-09,2.42834599e-09,3.33172822e-12
2.14280000e-04,3.85704000e-01,5.58559725e-12,2.54938103e-09,2.55158341e-09,3.38321295e-12
2.15280000e-04,3.87504000e-01,5.60942704e-12,2.67868735e-09,2.68085910e-09,3.43767395e-12
2.16280000e-04,3.89304000e-01,5.63336353e-12,2.81431508e-09,2.81645344e-09,3.49501043e-12
2.17280000e-04,3.91104000e-01,5.65758295e-12,2.95655669e-09,2.95865868e-09,3.55559294e-12
2.18280000e-04,3.92904000e-01,5.68190399e-12,3.10571701e-09,3.10777958e-09,3.61933197e-12
2.19280000e-04,3.94704000e-01,5.70650274e-12,3.26211379e-09,3.26413368e-09,3.68660977e-12
2.20280000e-04,3.96504000e-01,5.73119773e-12,3.42607810e-09,3.42805194e-09,3.75734891e-12
2.21280000e-04,3.98304000e-01,5.75616489e-12,3.59795485e-09,3.59987907e-09,3.83194415e-12
2.22280000e-04,4.00104000e-01,5.78122263e-12,3.77810327e-09,3.77997416e-09,3.91033102e-12
2.23280000e-04,4.01904000e-01,5.80654674e-12,3.96689745e-09,3.96871108e-09,3.99291767e-12
2.24280000e-04,4.03704000e-01,5.83195549e-12,4.16472679e-09,4.16647910e-09,4.07965346e-12
2.25280000e-04,4.05504000e-01,5.85762454e-12,4.37199667e-09,4.37368333e-09,4.17096084e-12
2.26280000e-04,4.07304000e-01,5.88337202e-12,4.58912883e-09,4.59074540e-09,4.26680394e-12
2.27280000e-04,4.09104000e-01,5.90937346e-12,4.81656213e-09,4.81810388e-09,4.36762047e-12
2.28280000e-04,4.10904000e-01,5.93544687e-12,5.05475295e-09,5.05621500e-09,4.47339028e-12
2.29280000e-04,4.12704000e-01,5.96176766e-12,5.30417593e-09,5.30555313e-09,4.58456734e-12
2.30280000e-04,4.14504000e-01,5.98815371e-12,5.56532449e-09,5.56661150e-09,4.70114824e-12
2.31280000e-04,4.16304000e-01,6.01478033e-12,5.83871153e-09,5.83990270e-09,4.82360420e-12
2.32280000e-04,4.18104000e-01,6.04146528e-12,6.12486997e-09,6.12595949e-09,4.95194962e-12
2.33280000e-04,4.19904000e-01,6.06838375e-12,6.42435355e-09,6.42533526e-09,5.08667404e-12
2.34280000e-04,4.21704000e-01,6.09535341e-12,6.73773735e-09,6.73860490e-09,5.22781074e-12
2.35280000e-04,4.23504000e-01,6.12254934e-12,7.06561864e-09,7.06636532e-09,5.37586867e-12
2.36280000e-04,4.25304000e-01,6.14978911e-12,7.40861744e-09,7.40923633e-09,5.53090111e-12
2.37280000e-04,4.27104000e-01,6.17724771e-12,7.76737735e-09,7.76786116e-09,5.69343756e-12
2.38280000e-04,4.28904000e-01,6.20474261e-12,8.14256623e-09,8.14290742e-09,5.86355242e-12
2.39280000e-04,4.30704000e-01,6.23244873e-12,8.53487701e-09,8.53506766e-09,6.04179693e-12
2.40280000e-04,4.32504000e-01,6.26018345e-12,8.94502841e-09,8.94506032e-09,6.22826778e-12
2.41280000e-04,4.34304000e-01,6.28812160e-12,9.37376579e-09,9.37363037e-09,6.42353912e-12
2.42280000e-04,4.36104000e-01,6.31608050e-12,9.82186191e-09,9.82155026e-09,6.62773117e-12
2.43280000e-04,4.37904000e-01,6.34423490e-12,1.02901178e-08,1.02896206e-08,6.84144218e-12
2.44280000e-04,4.39704000e-01,6.37240205e-12,1.07793637e-08,1.07786713e-08,7.06481711e-12
2.45280000e-04,4.41504000e-01,6.40075666e-12,1.12904597e-08,1.12895620e-08,7.29847960e-12
2.46280000e-04,4.43304000e-01,6.42911591e-12,1.18242968e-08,1.18231833e-08,7.54260060e-12
